customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
CUST-0128458,90,3,2972.51,2,3,2,7,Mid-Value
CUST-0128506,155,2,2601.59,2,2,2,6,Low-Value
CUST-0128521,122,5,6226.78,2,4,4,10,High-Value
CUST-0128528,92,4,5580.88,2,4,3,9,Mid-Value
CUST-0128567,-29,1,1003.76,4,1,1,6,Low-Value
CUST-0128573,160,3,4504.21,2,3,3,8,Mid-Value
CUST-0128581,-45,4,5253.27,4,4,3,11,High-Value
CUST-0128585,7,1,1955.71,3,1,1,5,Low-Value
CUST-0128596,102,3,5451.29,2,3,3,8,Mid-Value
CUST-0128621,-34,2,2899.7200000000003,4,2,2,8,Mid-Value
CUST-0128634,59,5,8718.85,3,4,4,11,High-Value
CUST-0128637,-22,2,1651.52,4,2,1,7,Mid-Value
CUST-0128669,-1,2,3259.6400000000003,4,2,2,8,Mid-Value
CUST-0128675,197,1,2304.56,1,1,1,3,Low-Value
CUST-0128685,245,2,3006.37,1,2,2,5,Low-Value
CUST-0128688,155,2,2313.0,2,2,1,5,Low-Value
CUST-0128690,78,6,9631.74,3,4,4,11,High-Value
CUST-0128711,82,5,8724.05,2,4,4,10,High-Value
CUST-0128784,8,2,3026.9700000000003,3,2,2,7,Mid-Value
CUST-0128799,19,3,3773.26,3,3,2,8,Mid-Value
CUST-0128825,186,4,2277.12,1,4,1,6,Low-Value
CUST-0128834,-28,6,10031.79,4,4,4,12,High-Value
CUST-0128835,-33,1,1485.97,4,1,1,6,Low-Value
CUST-0128845,186,6,8913.64,1,4,4,9,Mid-Value
CUST-0128864,23,4,4653.34,3,4,3,10,High-Value
CUST-0128872,89,4,6031.01,2,4,4,10,High-Value
CUST-0128873,261,1,1735.46,1,1,1,3,Low-Value
CUST-0128876,110,3,6599.05,2,3,4,9,Mid-Value
CUST-0128884,300,1,1812.1,1,1,1,3,Low-Value
CUST-0128912,173,5,9735.25,1,4,4,9,Mid-Value
CUST-0128951,66,8,13254.74,3,4,4,11,High-Value
CUST-0128964,-37,1,326.31,4,1,1,6,Low-Value
CUST-0128977,143,2,1493.4299999999998,2,2,1,5,Low-Value
CUST-0128979,-35,3,3612.06,4,3,2,9,Mid-Value
CUST-0128986,257,2,1070.69,1,2,1,4,Low-Value
CUST-0129000,-1,2,4112.27,4,2,3,9,Mid-Value
CUST-0129006,69,2,2979.71,3,2,2,7,Mid-Value
CUST-0129064,329,2,2659.37,1,2,2,5,Low-Value
CUST-0129083,220,2,5334.68,1,2,3,6,Low-Value
CUST-0129103,156,2,2239.42,2,2,1,5,Low-Value
CUST-0129134,6,3,3194.3500000000004,3,3,2,8,Mid-Value
CUST-0129142,271,2,2263.04,1,2,1,4,Low-Value
CUST-0129150,-2,4,4910.39,4,4,3,11,High-Value
CUST-0129170,93,1,1643.53,2,1,1,4,Low-Value
CUST-0129241,27,6,6529.39,3,4,4,11,High-Value
CUST-0129269,175,3,2932.74,1,3,2,6,Low-Value
CUST-0129273,126,3,3867.75,2,3,2,7,Mid-Value
CUST-0129276,141,4,5208.97,2,4,3,9,Mid-Value
CUST-0129289,-31,3,5745.280000000001,4,3,4,11,High-Value
CUST-0129322,151,2,2187.85,2,2,1,5,Low-Value
CUST-0129343,-14,1,1940.01,4,1,1,6,Low-Value
CUST-0129360,2,4,6719.16,3,4,4,11,High-Value
CUST-0129369,255,3,4239.51,1,3,3,7,Mid-Value
CUST-0129377,-18,5,8363.25,4,4,4,12,High-Value
CUST-0129393,-11,2,3102.05,4,2,2,8,Mid-Value
CUST-0129437,91,6,8612.75,2,4,4,10,High-Value
CUST-0129438,239,4,5285.57,1,4,3,8,Mid-Value
CUST-0129445,18,2,2112.49,3,2,1,6,Low-Value
CUST-0129453,50,2,3860.1499999999996,3,2,2,7,Mid-Value
CUST-0129467,-36,5,8231.07,4,4,4,12,High-Value
CUST-0129470,59,3,3534.66,3,3,2,8,Mid-Value
CUST-0129479,-38,3,4486.43,4,3,3,10,High-Value
CUST-0129506,218,2,1593.58,1,2,1,4,Low-Value
CUST-0129509,-3,3,3773.69,4,3,2,9,Mid-Value
CUST-0129510,-11,2,3238.6099999999997,4,2,2,8,Mid-Value
CUST-0129512,-45,4,3979.42,4,4,2,10,High-Value
CUST-0129530,55,4,5164.32,3,4,3,10,High-Value
CUST-0129550,153,2,4334.65,2,2,3,7,Mid-Value
CUST-0129568,3,3,4974.97,3,3,3,9,Mid-Value
CUST-0129574,153,2,3767.0600000000004,2,2,2,6,Low-Value
CUST-0129577,157,2,2667.41,2,2,2,6,Low-Value
CUST-0129588,-10,5,8021.0,4,4,4,12,High-Value
CUST-0129599,-30,1,1427.25,4,1,1,6,Low-Value
CUST-0129639,275,1,1418.62,1,1,1,3,Low-Value
CUST-0129672,145,2,1627.9699999999998,2,2,1,5,Low-Value
CUST-0129674,130,3,3915.28,2,3,2,7,Mid-Value
CUST-0129684,196,3,5347.09,1,3,3,7,Mid-Value
CUST-0129689,184,3,5422.860000000001,1,3,3,7,Mid-Value
CUST-0129698,129,3,3428.51,2,3,2,7,Mid-Value
CUST-0129700,206,3,4798.51,1,3,3,7,Mid-Value
CUST-0129708,43,2,3131.9700000000003,3,2,2,7,Mid-Value
CUST-0129726,121,4,5042.01,2,4,3,9,Mid-Value
CUST-0129747,3,1,377.75,3,1,1,5,Low-Value
CUST-0129748,-3,2,3098.2799999999997,4,2,2,8,Mid-Value
CUST-0129786,3,2,2751.21,3,2,2,7,Mid-Value
CUST-0129787,39,4,6456.09,3,4,4,11,High-Value
CUST-0129797,166,4,4971.58,2,4,3,9,Mid-Value
CUST-0129799,32,4,7557.66,3,4,4,11,High-Value
CUST-0129844,142,2,2991.27,2,2,2,6,Low-Value
CUST-0129886,134,3,6607.57,2,3,4,9,Mid-Value
CUST-0129915,228,3,4015.3199999999997,1,3,3,7,Mid-Value
CUST-0129920,108,6,5820.81,2,4,4,10,High-Value
CUST-0129943,-32,3,4733.65,4,3,3,10,High-Value
CUST-0129945,98,4,4650.280000000001,2,4,3,9,Mid-Value
CUST-0129976,232,3,3698.66,1,3,2,6,Low-Value
CUST-0129998,-38,4,7276.849999999999,4,4,4,12,High-Value
CUST-0130008,95,1,2775.52,2,1,2,5,Low-Value
CUST-0130019,40,4,4319.72,3,4,3,10,High-Value
CUST-0130082,185,2,3905.5200000000004,1,2,2,5,Low-Value
CUST-0130100,-29,3,3936.75,4,3,2,9,Mid-Value
CUST-0130115,58,3,2185.0699999999997,3,3,1,7,Mid-Value
CUST-0130116,141,3,5429.92,2,3,3,8,Mid-Value
CUST-0130128,-22,2,2906.51,4,2,2,8,Mid-Value
CUST-0130133,148,2,2847.03,2,2,2,6,Low-Value
CUST-0130140,305,1,1487.17,1,1,1,3,Low-Value
CUST-0130150,100,3,5417.64,2,3,3,8,Mid-Value
CUST-0130179,233,2,2118.05,1,2,1,4,Low-Value
CUST-0130180,164,2,3045.18,2,2,2,6,Low-Value
CUST-0130212,29,8,11223.73,3,4,4,11,High-Value
CUST-0130236,-41,3,4512.8,4,3,3,10,High-Value
CUST-0130248,5,4,4308.94,3,4,3,10,High-Value
CUST-0130263,136,3,3344.56,2,3,2,7,Mid-Value
CUST-0130285,200,3,4662.96,1,3,3,7,Mid-Value
CUST-0130299,69,2,2318.15,3,2,1,6,Low-Value
CUST-0130310,-1,2,3441.8,4,2,2,8,Mid-Value
CUST-0130311,-37,4,6068.57,4,4,4,12,High-Value
CUST-0130316,-29,5,7651.72,4,4,4,12,High-Value
CUST-0130336,54,2,2675.89,3,2,2,7,Mid-Value
CUST-0130353,26,2,4472.72,3,2,3,8,Mid-Value
CUST-0130364,158,2,3658.54,2,2,2,6,Low-Value
CUST-0130381,-29,3,3792.02,4,3,2,9,Mid-Value
CUST-0130385,35,3,3567.42,3,3,2,8,Mid-Value
CUST-0130409,288,2,2470.54,1,2,1,4,Low-Value
CUST-0130422,12,3,3429.46,3,3,2,8,Mid-Value
CUST-0130424,-8,4,6297.72,4,4,4,12,High-Value
CUST-0130430,11,3,5230.83,3,3,3,9,Mid-Value
CUST-0130444,256,1,1649.99,1,1,1,3,Low-Value
CUST-0130466,60,2,2345.15,3,2,1,6,Low-Value
CUST-0130469,77,5,6252.23,3,4,4,11,High-Value
CUST-0130472,-29,2,2804.69,4,2,2,8,Mid-Value
CUST-0130488,225,1,1026.95,1,1,1,3,Low-Value
CUST-0130508,11,3,2945.87,3,3,2,8,Mid-Value
CUST-0130534,76,6,12111.51,3,4,4,11,High-Value
CUST-0130548,89,2,3526.48,2,2,2,6,Low-Value
CUST-0130579,-42,4,6742.45,4,4,4,12,High-Value
CUST-0130599,204,3,4036.99,1,3,3,7,Mid-Value
CUST-0130638,-38,3,4513.04,4,3,3,10,High-Value
CUST-0130653,-36,5,7093.14,4,4,4,12,High-Value
CUST-0130681,-40,4,6352.110000000001,4,4,4,12,High-Value
CUST-0130686,-40,3,7116.360000000001,4,3,4,11,High-Value
CUST-0130690,117,4,6362.27,2,4,4,10,High-Value
CUST-0130701,20,2,3471.33,3,2,2,7,Mid-Value
CUST-0130725,68,3,5752.030000000001,3,3,4,10,High-Value
CUST-0130734,-11,1,1696.56,4,1,1,6,Low-Value
CUST-0130735,27,3,2665.8500000000004,3,3,2,8,Mid-Value
CUST-0130747,177,2,2099.05,1,2,1,4,Low-Value
CUST-0130748,130,3,2903.69,2,3,2,7,Mid-Value
CUST-0130755,-18,3,3524.73,4,3,2,9,Mid-Value
CUST-0130760,287,3,6156.77,1,3,4,8,Mid-Value
CUST-0130763,-25,2,2206.33,4,2,1,7,Mid-Value
CUST-0130764,132,1,269.09,2,1,1,4,Low-Value
CUST-0130772,84,3,4320.41,2,3,3,8,Mid-Value
CUST-0130778,238,2,4116.9,1,2,3,6,Low-Value
CUST-0130810,-34,2,2962.74,4,2,2,8,Mid-Value
CUST-0130829,220,3,5241.3099999999995,1,3,3,7,Mid-Value
CUST-0130842,74,3,3960.46,3,3,2,8,Mid-Value
CUST-0130851,227,3,5299.62,1,3,3,7,Mid-Value
CUST-0130865,158,2,2754.24,2,2,2,6,Low-Value
CUST-0130869,142,3,5237.04,2,3,3,8,Mid-Value
CUST-0130871,73,4,5971.91,3,4,4,11,High-Value
CUST-0130873,110,3,2895.0699999999997,2,3,2,7,Mid-Value
CUST-0130887,49,7,9367.95,3,4,4,11,High-Value
CUST-0130889,51,2,2852.1,3,2,2,7,Mid-Value
CUST-0130918,276,4,4835.84,1,4,3,8,Mid-Value
CUST-0130919,65,1,711.32,3,1,1,5,Low-Value
CUST-0130939,204,4,5142.98,1,4,3,8,Mid-Value
CUST-0130942,-25,6,10286.82,4,4,4,12,High-Value
CUST-0130954,-28,3,6143.05,4,3,4,11,High-Value
CUST-0130955,75,6,9086.95,3,4,4,11,High-Value
CUST-0130985,218,6,10376.82,1,4,4,9,Mid-Value
CUST-0131037,57,3,3496.96,3,3,2,8,Mid-Value
CUST-0131043,168,5,7012.49,2,4,4,10,High-Value
CUST-0131044,17,2,3133.1,3,2,2,7,Mid-Value
CUST-0131051,68,2,3320.15,3,2,2,7,Mid-Value
CUST-0131067,2,7,9715.220000000001,3,4,4,11,High-Value
CUST-0131077,253,1,1988.55,1,1,1,3,Low-Value
CUST-0131116,262,3,5568.01,1,3,3,7,Mid-Value
CUST-0131119,31,4,6805.74,3,4,4,11,High-Value
CUST-0131127,37,4,5700.56,3,4,4,11,High-Value
CUST-0131135,-44,1,1143.66,4,1,1,6,Low-Value
CUST-0131159,77,3,4206.09,3,3,3,9,Mid-Value
CUST-0131160,28,6,9353.59,3,4,4,11,High-Value
CUST-0131181,107,3,2845.76,2,3,2,7,Mid-Value
CUST-0131188,285,2,2063.31,1,2,1,4,Low-Value
CUST-0131204,334,2,1914.95,1,2,1,4,Low-Value
CUST-0131225,-15,8,11139.0,4,4,4,12,High-Value
CUST-0131270,16,3,5303.68,3,3,3,9,Mid-Value
CUST-0131292,106,3,5657.97,2,3,4,9,Mid-Value
CUST-0131300,294,1,1036.91,1,1,1,3,Low-Value
CUST-0131314,185,1,1657.01,1,1,1,3,Low-Value
CUST-0131336,121,5,6447.039999999999,2,4,4,10,High-Value
CUST-0131337,-18,2,2526.41,4,2,1,7,Mid-Value
CUST-0131354,140,2,2484.29,2,2,1,5,Low-Value
CUST-0131410,129,1,1708.24,2,1,1,4,Low-Value
CUST-0131491,74,4,4843.68,3,4,3,10,High-Value
CUST-0131497,221,4,4192.0599999999995,1,4,3,8,Mid-Value
CUST-0131569,211,3,5054.54,1,3,3,7,Mid-Value
CUST-0131573,296,1,1404.58,1,1,1,3,Low-Value
CUST-0131577,-10,3,4495.24,4,3,3,10,High-Value
CUST-0131605,59,3,5164.32,3,3,3,9,Mid-Value
CUST-0131662,58,5,8982.9,3,4,4,11,High-Value
CUST-0131676,14,4,6988.92,3,4,4,11,High-Value
CUST-0131711,73,2,2506.99,3,2,1,6,Low-Value
CUST-0131721,197,2,3644.05,1,2,2,5,Low-Value
CUST-0131733,-9,1,2138.07,4,1,1,6,Low-Value
CUST-0131761,64,1,2927.76,3,1,2,6,Low-Value
CUST-0131796,-28,3,6739.96,4,3,4,11,High-Value
CUST-0131801,116,6,8774.64,2,4,4,10,High-Value
CUST-0131804,251,1,1639.56,1,1,1,3,Low-Value
CUST-0131820,300,2,2685.1099999999997,1,2,2,5,Low-Value
CUST-0131837,79,3,4390.35,2,3,3,8,Mid-Value
CUST-0131849,-8,1,441.64,4,1,1,6,Low-Value
CUST-0131865,-14,2,3543.62,4,2,2,8,Mid-Value
CUST-0131898,17,3,4540.24,3,3,3,9,Mid-Value
CUST-0131950,-34,5,8419.880000000001,4,4,4,12,High-Value
CUST-0132009,-32,2,3108.88,4,2,2,8,Mid-Value
CUST-0132041,103,3,5431.48,2,3,3,8,Mid-Value
CUST-0132160,168,4,8333.91,2,4,4,10,High-Value
CUST-0132163,-43,3,5529.83,4,3,3,10,High-Value
CUST-0132169,-44,2,1819.34,4,2,1,7,Mid-Value
CUST-0132194,71,4,5465.8099999999995,3,4,3,10,High-Value
CUST-0132228,-12,2,2140.9,4,2,1,7,Mid-Value
CUST-0132253,-39,6,9022.29,4,4,4,12,High-Value
CUST-0132303,16,1,1825.97,3,1,1,5,Low-Value
CUST-0132304,15,3,4147.07,3,3,3,9,Mid-Value
CUST-0132306,181,3,5516.299999999999,1,3,3,7,Mid-Value
CUST-0132310,19,2,3922.2200000000003,3,2,2,7,Mid-Value
CUST-0132359,-36,5,7869.43,4,4,4,12,High-Value
CUST-0132368,192,3,3390.6499999999996,1,3,2,6,Low-Value
CUST-0132369,179,2,2410.23,1,2,1,4,Low-Value
CUST-0132379,70,2,2823.4700000000003,3,2,2,7,Mid-Value
CUST-0132416,-6,6,8521.84,4,4,4,12,High-Value
CUST-0132420,286,1,1094.98,1,1,1,3,Low-Value
CUST-0132442,107,3,4746.5,2,3,3,8,Mid-Value
CUST-0132443,75,5,8188.6,3,4,4,11,High-Value
CUST-0132456,191,3,6367.73,1,3,4,8,Mid-Value
CUST-0132461,-32,2,2367.7200000000003,4,2,1,7,Mid-Value
CUST-0132480,-22,1,419.45,4,1,1,6,Low-Value
CUST-0132481,-28,3,2090.93,4,3,1,8,Mid-Value
CUST-0132499,138,1,2292.91,2,1,1,4,Low-Value
CUST-0132565,2,1,784.8,3,1,1,5,Low-Value
CUST-0132580,244,1,1311.15,1,1,1,3,Low-Value
CUST-0132590,156,1,1439.09,2,1,1,4,Low-Value
CUST-0132591,258,1,1844.3,1,1,1,3,Low-Value
CUST-0132599,25,1,1989.5,3,1,1,5,Low-Value
CUST-0132644,-21,4,5226.7300000000005,4,4,3,11,High-Value
CUST-0132693,21,4,6481.22,3,4,4,11,High-Value
CUST-0132717,13,4,6573.16,3,4,4,11,High-Value
CUST-0132734,157,3,3741.15,2,3,2,7,Mid-Value
CUST-0132759,-20,4,6781.73,4,4,4,12,High-Value
CUST-0132803,-34,3,5837.07,4,3,4,11,High-Value
CUST-0132804,-14,2,1989.69,4,2,1,7,Mid-Value
CUST-0132808,193,1,846.89,1,1,1,3,Low-Value
CUST-0132809,-5,4,4767.43,4,4,3,11,High-Value
CUST-0132841,-4,2,2696.6,4,2,2,8,Mid-Value
CUST-0132883,11,5,4963.93,3,4,3,10,High-Value
CUST-0132895,10,4,5154.74,3,4,3,10,High-Value
CUST-0132903,191,3,4516.05,1,3,3,7,Mid-Value
CUST-0132918,37,7,8184.13,3,4,4,11,High-Value
CUST-0132992,171,2,2378.3,1,2,1,4,Low-Value
CUST-0133010,-6,4,4935.45,4,4,3,11,High-Value
CUST-0133087,70,4,4439.63,3,4,3,10,High-Value
CUST-0133099,218,2,1476.27,1,2,1,4,Low-Value
CUST-0133101,9,3,5016.51,3,3,3,9,Mid-Value
CUST-0133148,231,2,3517.0600000000004,1,2,2,5,Low-Value
CUST-0133159,159,3,6055.6900000000005,2,3,4,9,Mid-Value
CUST-0133173,138,4,6192.86,2,4,4,10,High-Value
CUST-0133199,-45,3,2427.37,4,3,1,8,Mid-Value
CUST-0133207,90,3,3551.5699999999997,2,3,2,7,Mid-Value
CUST-0133226,15,3,3823.46,3,3,2,8,Mid-Value
CUST-0133229,191,2,2102.13,1,2,1,4,Low-Value
CUST-0133230,195,2,3296.95,1,2,2,5,Low-Value
CUST-0133232,-9,1,1786.24,4,1,1,6,Low-Value
CUST-0133286,15,3,4362.05,3,3,3,9,Mid-Value
CUST-0133334,101,6,6245.660000000001,2,4,4,10,High-Value
CUST-0133348,251,3,2741.58,1,3,2,6,Low-Value
CUST-0133424,140,2,2532.34,2,2,1,5,Low-Value
CUST-0133454,61,4,5290.299999999999,3,4,3,10,High-Value
CUST-0133484,47,2,2604.25,3,2,2,7,Mid-Value
CUST-0133501,27,3,5822.43,3,3,4,10,High-Value
CUST-0133560,271,2,2430.5,1,2,1,4,Low-Value
CUST-0133565,190,3,2935.77,1,3,2,6,Low-Value
CUST-0133624,110,7,9645.8,2,4,4,10,High-Value
CUST-0133632,264,1,2258.18,1,1,1,3,Low-Value
CUST-0133681,17,2,2323.5,3,2,1,6,Low-Value
CUST-0133702,0,2,3234.32,3,2,2,7,Mid-Value
CUST-0133732,232,4,6191.79,1,4,4,9,Mid-Value
CUST-0133769,118,3,4816.79,2,3,3,8,Mid-Value
CUST-0133770,123,5,6150.35,2,4,4,10,High-Value
CUST-0133777,263,2,2844.2,1,2,2,5,Low-Value
CUST-0133779,224,2,2416.15,1,2,1,4,Low-Value
CUST-0133783,240,3,4066.01,1,3,3,7,Mid-Value
CUST-0133792,188,5,8728.93,1,4,4,9,Mid-Value
CUST-0133794,270,3,6188.8,1,3,4,8,Mid-Value
CUST-0133807,229,2,2921.51,1,2,2,5,Low-Value
CUST-0133811,188,5,5278.86,1,4,3,8,Mid-Value
CUST-0133821,-21,4,7427.84,4,4,4,12,High-Value
CUST-0133861,165,3,4454.22,2,3,3,8,Mid-Value
CUST-0133896,138,3,3132.3,2,3,2,7,Mid-Value
CUST-0133900,210,3,3939.12,1,3,2,6,Low-Value
CUST-0133910,-31,3,2854.45,4,3,2,9,Mid-Value
CUST-0133932,66,6,9757.810000000001,3,4,4,11,High-Value
CUST-0133953,273,1,971.53,1,1,1,3,Low-Value
CUST-0133965,146,5,8439.56,2,4,4,10,High-Value
CUST-0133981,12,2,3284.37,3,2,2,7,Mid-Value
CUST-0134056,39,5,7769.08,3,4,4,11,High-Value
CUST-0134063,52,3,4577.3099999999995,3,3,3,9,Mid-Value
CUST-0134066,167,3,4523.3,2,3,3,8,Mid-Value
CUST-0134076,154,2,3587.73,2,2,2,6,Low-Value
CUST-0134100,-26,2,1223.54,4,2,1,7,Mid-Value
CUST-0134102,340,1,881.53,1,1,1,3,Low-Value
CUST-0134107,50,3,4680.780000000001,3,3,3,9,Mid-Value
CUST-0134111,1,2,2382.29,3,2,1,6,Low-Value
CUST-0134115,40,3,4390.88,3,3,3,9,Mid-Value
CUST-0134176,284,2,3350.17,1,2,2,5,Low-Value
CUST-0134199,119,1,1265.9,2,1,1,4,Low-Value
CUST-0134213,-40,3,5020.27,4,3,3,10,High-Value
CUST-0134225,91,1,2324.17,2,1,1,4,Low-Value
CUST-0134230,-19,3,4781.9400000000005,4,3,3,10,High-Value
CUST-0134238,68,4,6183.11,3,4,4,11,High-Value
CUST-0134241,123,4,4893.37,2,4,3,9,Mid-Value
CUST-0134260,205,3,5589.35,1,3,3,7,Mid-Value
CUST-0134265,231,3,3429.7,1,3,2,6,Low-Value
CUST-0134282,57,5,7246.4,3,4,4,11,High-Value
CUST-0134291,237,5,6966.83,1,4,4,9,Mid-Value
CUST-0134296,-14,1,1471.33,4,1,1,6,Low-Value
CUST-0134298,185,2,1758.5,1,2,1,4,Low-Value
CUST-0134320,289,2,3168.55,1,2,2,5,Low-Value
CUST-0134338,3,3,2436.31,3,3,1,7,Mid-Value
CUST-0134355,-18,3,4219.82,4,3,3,10,High-Value
CUST-0134356,83,4,5644.56,2,4,4,10,High-Value
CUST-0134431,274,4,4548.6900000000005,1,4,3,8,Mid-Value
CUST-0134451,35,3,3688.49,3,3,2,8,Mid-Value
CUST-0134454,2,4,5558.620000000001,3,4,3,10,High-Value
CUST-0134493,-15,2,2853.7799999999997,4,2,2,8,Mid-Value
CUST-0134522,124,2,2892.69,2,2,2,6,Low-Value
CUST-0134534,25,3,5706.5,3,3,4,10,High-Value
CUST-0134549,-42,4,7417.599999999999,4,4,4,12,High-Value
CUST-0134556,193,1,647.07,1,1,1,3,Low-Value
CUST-0134565,192,1,893.96,1,1,1,3,Low-Value
CUST-0134597,248,1,2194.08,1,1,1,3,Low-Value
CUST-0134606,211,1,1551.33,1,1,1,3,Low-Value
CUST-0134723,0,1,1876.44,3,1,1,5,Low-Value
CUST-0134728,236,2,2431.25,1,2,1,4,Low-Value
CUST-0134749,-43,2,4324.9,4,2,3,9,Mid-Value
CUST-0134763,70,4,7164.99,3,4,4,11,High-Value
CUST-0134813,80,4,6819.99,2,4,4,10,High-Value
CUST-0134818,-38,3,5046.98,4,3,3,10,High-Value
CUST-0134843,-7,2,3582.66,4,2,2,8,Mid-Value
CUST-0134860,222,3,4100.51,1,3,3,7,Mid-Value
CUST-0134869,262,3,4356.35,1,3,3,7,Mid-Value
CUST-0134876,55,4,6333.639999999999,3,4,4,11,High-Value
CUST-0134899,72,2,2872.9700000000003,3,2,2,7,Mid-Value
CUST-0134919,16,1,2223.57,3,1,1,5,Low-Value
CUST-0134934,-12,2,2789.08,4,2,2,8,Mid-Value
CUST-0134941,29,1,548.95,3,1,1,5,Low-Value
CUST-0134960,279,2,3461.98,1,2,2,5,Low-Value
CUST-0134971,-38,1,1238.99,4,1,1,6,Low-Value
CUST-0134976,26,5,6998.37,3,4,4,11,High-Value
CUST-0134998,12,2,3087.63,3,2,2,7,Mid-Value
CUST-0135009,73,2,2481.04,3,2,1,6,Low-Value
CUST-0135017,183,4,5105.94,1,4,3,8,Mid-Value
CUST-0135038,135,5,6940.610000000001,2,4,4,10,High-Value
CUST-0135070,317,6,7356.83,1,4,4,9,Mid-Value
CUST-0135117,-23,2,4867.88,4,2,3,9,Mid-Value
CUST-0135121,-45,2,2052.54,4,2,1,7,Mid-Value
CUST-0135148,-22,5,6048.18,4,4,4,12,High-Value
CUST-0135151,-1,1,2375.72,4,1,1,6,Low-Value
CUST-0135157,208,3,5287.37,1,3,3,7,Mid-Value
CUST-0135161,248,3,5459.4400000000005,1,3,3,7,Mid-Value
CUST-0135195,238,3,6344.8099999999995,1,3,4,8,Mid-Value
CUST-0135200,4,3,3010.49,3,3,2,8,Mid-Value
CUST-0135201,-12,2,3441.0,4,2,2,8,Mid-Value
CUST-0135227,164,4,4318.5599999999995,2,4,3,9,Mid-Value
CUST-0135238,52,4,6248.0,3,4,4,11,High-Value
CUST-0135244,-5,2,3627.34,4,2,2,8,Mid-Value
CUST-0135245,12,2,2080.01,3,2,1,6,Low-Value
CUST-0135267,-43,3,5145.8099999999995,4,3,3,10,High-Value
CUST-0135286,-41,4,7349.44,4,4,4,12,High-Value
CUST-0135290,44,2,3711.17,3,2,2,7,Mid-Value
CUST-0135293,141,5,5517.93,2,4,3,9,Mid-Value
CUST-0135301,-2,2,3934.48,4,2,2,8,Mid-Value
CUST-0135312,281,3,5481.139999999999,1,3,3,7,Mid-Value
CUST-0135316,-9,2,3144.98,4,2,2,8,Mid-Value
CUST-0135317,176,5,6308.69,1,4,4,9,Mid-Value
CUST-0135321,294,2,1886.36,1,2,1,4,Low-Value
CUST-0135391,209,5,8166.49,1,4,4,9,Mid-Value
CUST-0135394,-36,3,4897.110000000001,4,3,3,10,High-Value
CUST-0135411,102,4,8379.7,2,4,4,10,High-Value
CUST-0135426,91,3,3222.04,2,3,2,7,Mid-Value
CUST-0135430,82,2,2523.87,2,2,1,5,Low-Value
CUST-0135444,89,4,4738.82,2,4,3,9,Mid-Value
CUST-0135460,108,4,6466.469999999999,2,4,4,10,High-Value
CUST-0135464,-22,5,8108.65,4,4,4,12,High-Value
CUST-0135487,-31,3,4918.84,4,3,3,10,High-Value
CUST-0135519,-24,3,5736.929999999999,4,3,4,11,High-Value
CUST-0135540,280,2,2662.3900000000003,1,2,2,5,Low-Value
CUST-0135546,224,3,4850.33,1,3,3,7,Mid-Value
CUST-0135583,-23,2,1706.78,4,2,1,7,Mid-Value
CUST-0135589,139,5,8022.59,2,4,4,10,High-Value
CUST-0135605,84,3,4012.09,2,3,3,8,Mid-Value
CUST-0135618,93,3,5024.75,2,3,3,8,Mid-Value
CUST-0135627,218,2,4958.34,1,2,3,6,Low-Value
CUST-0135645,192,4,6455.549999999999,1,4,4,9,Mid-Value
CUST-0135650,-6,4,4996.3099999999995,4,4,3,11,High-Value
CUST-0135681,36,5,8233.3,3,4,4,11,High-Value
CUST-0135693,137,2,2954.71,2,2,2,6,Low-Value
CUST-0135697,-5,1,676.33,4,1,1,6,Low-Value
CUST-0135709,168,6,12048.79,2,4,4,10,High-Value
CUST-0135722,84,5,7583.8,2,4,4,10,High-Value
CUST-0135727,-12,4,3897.88,4,4,2,10,High-Value
CUST-0135744,186,2,2631.62,1,2,2,5,Low-Value
CUST-0135754,182,1,150.0,1,1,1,3,Low-Value
CUST-0135781,-24,2,4101.18,4,2,3,9,Mid-Value
CUST-0135822,25,4,7162.93,3,4,4,11,High-Value
CUST-0135832,73,5,5738.66,3,4,4,11,High-Value
CUST-0135879,-20,2,2569.74,4,2,2,8,Mid-Value
CUST-0135888,217,5,8531.49,1,4,4,9,Mid-Value
CUST-0135893,278,1,1019.23,1,1,1,3,Low-Value
CUST-0135904,-40,2,1845.19,4,2,1,7,Mid-Value
CUST-0135909,198,5,5904.44,1,4,4,9,Mid-Value
CUST-0135915,142,4,6891.85,2,4,4,10,High-Value
CUST-0135918,86,1,1845.14,2,1,1,4,Low-Value
CUST-0135933,-21,2,4241.98,4,2,3,9,Mid-Value
CUST-0135943,206,3,3712.51,1,3,2,6,Low-Value
CUST-0135952,6,1,1795.51,3,1,1,5,Low-Value
CUST-0135956,161,2,3073.17,2,2,2,6,Low-Value
CUST-0135987,-35,3,4499.42,4,3,3,10,High-Value
CUST-0135989,83,5,6335.04,2,4,4,10,High-Value
CUST-0136009,-17,2,3051.54,4,2,2,8,Mid-Value
CUST-0136010,10,2,2087.27,3,2,1,6,Low-Value
CUST-0136071,268,3,5391.99,1,3,3,7,Mid-Value
CUST-0136078,211,4,6345.26,1,4,4,9,Mid-Value
CUST-0136097,122,2,3874.12,2,2,2,6,Low-Value
CUST-0136124,-19,2,1780.67,4,2,1,7,Mid-Value
CUST-0136156,286,1,2468.82,1,1,1,3,Low-Value
CUST-0136168,226,1,2598.08,1,1,2,4,Low-Value
CUST-0136182,-3,3,3234.63,4,3,2,9,Mid-Value
